Date,AAPL,JNJ,JPM,WMT,XOM
2019-01-03,-0.09960702343263272,-0.015890494097825836,-0.014211672785504392,-0.0051424057377359444,-0.015353591886040574
2019-01-04,0.0426887357024055,0.016783399698416135,0.036865382767095944,0.006246081802872894,0.03686960114150817
2019-01-07,-0.0022256805156584125,-0.006414845365523503,0.0006952495567416062,0.011772116481392203,0.005200381668694076
2019-01-08,0.01906358506155037,0.023226514830397837,-0.001885821071181626,0.006981276246867507,0.007270507914135527
2019-01-09,0.016981445300845666,-0.007925482716966026,-0.0016901627121923557,-0.0032563072480820132,0.005274810139455743
2019-01-10,0.0031963315790370928,0.00604973194094649,-9.977934300420266e-05,0.000737742799527652,-0.005109038485285433
2019-01-11,-0.00981787146081925,0.00030822940848329594,-0.004781225090107477,-0.0012637025687531889,-0.004579988300980498
2019-01-14,-0.015037210149563052,-0.01132937340050022,0.010309252579650874,0.0011596527820894043,-0.0012549763716169782
2019-01-15,0.02046654026984518,0.008419260281592011,0.0073308836877781225,0.0136912764816568,0.0005583939156958984
2019-01-16,0.012216565132172619,-0.01020435855791424,0.008064718616372701,0.0010391591435321423,-0.0004183948016374117
2019-01-17,0.005937990981618624,0.00820074573845253,0.0040975639867038005,0.00404813040805907,0.0068396107566830455
2019-01-18,0.0061592483746484294,0.012394466682583705,0.016226213397907863,0.010233271259270094,0.011922874474693756
2019-01-22,-0.02244610615538667,-0.014461666684884578,-0.01577600545082225,-0.0024557701479389626,-0.015070695969308545
2019-01-23,0.004044424014567838,0.0,-0.0025256682368037797,0.012513980021302551,-0.00820672725772087
2019-01-24,-0.007926443141958006,-0.013742364145066799,0.0005842114447247582,-0.0035455129379171613,0.0014027067295994122
2019-01-25,0.03313703754585595,0.009446524733346617,0.006326867633307476,-0.014437090481615122,0.004481614545853052
2019-01-28,-0.009254368209227648,0.005927010252198439,0.004739116003217303,0.001238220212106178,-0.006692762524799667
2019-01-29,-0.01036480559887587,0.010388387751782746,0.0027917678822029224,-0.0036063097631592322,0.0037899235141758414
2019-01-30,0.0683347404428194,0.01005132729846303,0.002304131097138562,-0.019749635651344022,0.010907809124418355
2019-01-31,0.007200921565545304,0.010939107055933261,-0.00871577839478499,0.0108651282398049,0.013694639444683077
2019-02-01,0.00048061184783487754,0.008416012503028147,0.0036713470927594027,-0.020557337000854936,0.03602606677588893
2019-02-04,0.028405177619417188,-0.009836053940050049,0.003561926099004742,0.009695224821500759,-0.014489070414672067
2019-02-05,0.017109357427586902,0.0,-0.004412536786297938,0.00875819634636632,0.010291590931200467
2019-02-06,0.00034481012802967115,0.0009029096668038417,-0.0004817105510475095,0.0004183032509461615,-0.004365570436084543
2019-02-07,-0.018939398129761753,-0.007142838589482725,-0.013109465818447519,0.01139675967171394,-0.007706502410860572
2019-02-08,0.001174879216158331,0.002650381428946247,-0.00996295356985355,-0.011888659673592983,0.0016244927197908154
2019-02-11,-0.005751025299480683,-0.003021010617929587,-0.004735742329184278,0.006486723083938939,0.0016223555693066771
2019-02-12,0.008617058494460927,0.0163638376334172,0.017050039245028348,0.008004134444895339,0.01754351479441274
2019-02-13,-0.004154540015888664,0.0021612015261616158,0.004775606451080661,0.010003135293425558,0.011273375342028213
2019-02-14,0.003643022172698629,-0.0010410479563315311,-0.006499021288489559,0.0059220422059820255,0.00026226238720838957
2019-02-15,-0.002224494839275004,0.015412249020189561,0.03056033850162465,0.014920800968435177,0.018880422885290793
